學號,性別,學籍班(簡稱),入學身分,入學方式,國籍,畢業方式,民族,新住民(國籍),排108-1,排108-2,排109-1,排109-2,排110-1,缺108-1,缺108-2,缺109-1,缺109-2,缺110-1
108195**,男,日行銷108孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,0.944444444,0.924528302,0.725490196,0,0,0.25462963,0.494855967,0.233333333
108195**,男,日財法108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,0.952380952,0.885245902,0.916666667,0,0,0.387152778,0.290598291,0.252136752
108196**,女,日旅展108孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,0.960784314,0.942307692,0.96,0,0,0.300505051,0.280555556,0.228174603
108196**,男,日餐管108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,0.963636364,0.912280702,0.607142857,0,0,0.325,0.343253968,0.19047619
108195**,男,日財法108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,0.968253968,0.93442623,0.966666667,0,0,0.635416667,0.228632479,0.311111111
108195**,女,日行銷108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,0.983050847,0.896551724,0.859649123,0,0,0.542929293,0.322222222,0.203703704
109197**,女,日創設109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.024390244,0,0,0,0,0
108197**,男,日多遊108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.036363636,0,0,0,0,0
109198**,女,日資科109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.088888889,0,0,0,0,0
109198**,男,日多遊109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.096153846,0,0,0,0,0
109197**,女,日餐管109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.120689655,0,0,0,0,0
109195**,女,日行銷109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.14,0,0,0,0,0
109198**,男,日資科109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.177777778,0,0,0,0,0
109195**,男,日財金109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.203703704,0,0,0,0,0.233333333
108196**,女,日應英108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,0.13559322,0.210526316,0,0,0,0.208333333,0.25
108196**,男,日應英108孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.211538462,0,0,0,0,0.177083333
108195**,男,日企管108孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.306122449,0,0,0,0,0
109196**,女,日觀光109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.3125,0,0,0,0,0
109197**,女,日餐管109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.375,0,0,0,0,0.185185185
109196**,男,日觀光109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.381818182,0,0,0,0,0.222222222
109197**,女,日餐管109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.413793103,0,0,0,0,0.25
109196**,男,日應英109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.419354839,0,0,0,0,0.25
108196**,女,日旅展108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.471698113,0,0,0,0,0.194444444
109195**,女,日國貿109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.489795918,0,0,0,0,0.243055556
108195**,女,日國貿108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,0.303571429,0.490196078,0,0,0,0.166666667,0
108196**,女,日觀光108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,0.828125,0.492063492,0,0,0,0.310763889,0.25
109195**,女,日財金109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.5,0,0,0,0,0.234567901
109196**,女,日觀光109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.515625,0,0,0,0,0.213888889
108197**,男,日資科108孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,0.625,0.571428571,0,0,0,0.166666667,0
109195**,女,日財金109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.574074074,0,0,0,0,0.228835979
109196**,男,日應英109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.580645161,0,0,0,0,0.173611111
109196**,男,日觀光109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.6,0,0,0,0,0.25
108195**,男,日企管108孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,0.897959184,0.612244898,0,0,0,0.427083333,0.270833333
109198**,女,日多遊109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.615384615,0,0,0,0,0
109196**,女,日應英109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.64516129,0,0,0,0,0.548611111
109196**,男,日應英109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.647058824,0,0,0,0,0.464506173
109197**,男,日餐管109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.655172414,0,0,0,0,0
109195**,女,日企管109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.659574468,0,0,0,0,0.225694444
109195**,女,日行銷109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.68,0,0,0,0,0.189393939
109195**,女,日財金109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.680851064,0,0,0,0,0.166666667
108195**,男,日行銷108孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.68627451,0,0,0,0,0.166666667
108195**,男,日國貿108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,0.660714286,0.705882353,0,0,0,0.19005848,0.214814815
109196**,女,日應英109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.709677419,0,0,0,0,0.279513889
109196**,男,日觀光109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.71875,0,0,0,0,0.185185185
108196**,男,日旅展108孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.72,0,0,0,0,0.194444444
109195**,男,日行銷109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.72,0,0,0,0,0.299382716
109195**,男,日財金109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.722222222,0,0,0,0,0.303819444
109198**,男,日工設產品109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.744186047,0,0,0,0,0.291666667
108197**,男,日餐管108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,0.947368421,0.75,0,0,0,0.371212121,0.216374269
108195**,男,日行銷108孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,0.849056604,0.764705882,0,0,0,0.2,0.305555556
109196**,女,日應英109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.764705882,0,0,0,0,0.456349206
109197**,女,日創設109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.780487805,0,0,0,0,0.449074074
109196**,女,日觀光109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.78125,0,0,0,0,0.218253968
109198**,男,日資科109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.8,0,0,0,0,0.204861111
108197**,男,日餐管108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,0.789473684,0.803571429,0,0,0,0.166666667,0.259259259
109198**,男,日工設產品109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.813953488,0,0,0,0,0.256944444
108195**,男,日財法108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.833333333,0,0,0,0,0.4375
108197**,男,日餐管108仁,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,0.245901639,0.85,0,0,0,0,0.191358025
109196**,男,日應英109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.852941176,0,0,0,0,0.361111111
109197**,男,日創設109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.853658537,0,0,0,0,0.416666667
109196**,女,日觀光109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.854545455,0,0,0,0,0.373737374
109197**,男,日餐管109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.857142857,0,0,0,0,0
109197**,女,日餐管109忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.862068966,0,0,0,0,0.217592593
109196**,女,日觀光109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.875,0,0,0,0,0.257936508
108197**,男,日資科108孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,0.982142857,0.892857143,0,0,0,0.725925926,0.295138889
109196**,女,日觀光109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.90625,0,0,0,0,0.481481481
108197**,男,日多遊108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.927272727,0,0,0,0,0.383333333
108196**,女,日應英108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,0.86440678,0.929824561,0,0,0,0.486111111,0.440656566
109195**,男,日行銷109孝,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.945454545,0,0,0,0,0.598958333
108197**,男,日餐管108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,0.894736842,0.946428571,0,0,0,0.371527778,0.304093567
108197**,男,日餐管108仁,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,1,1,0,0,0,1.060606061,0.78125
108197**,男,日資科108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,0.086956522,1,0,0,0,0.212121212,0.651041667
108195**,男,日財法108忠,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,1,0,0,0,0,0.458333333
109195**,男,日行銷109仁,一般生,轉學,台灣,畢業,無,無,#N/A,#N/A,#N/A,#N/A,1,0,0,0,0,0.611111111
109800**,女,日觀光109忠,外國學生,轉學,越南,畢業,無,無,#N/A,#N/A,#N/A,#N/A,0.963636364,0,0,0,0,0.459401709
108801**,男,日觀光108忠,外國學生,外國學生申請入學,馬來西亞,肄業,無,無,0.428571429,0.266666667,0.476190476,0.796875,0.73015873,0.166666667,0.226851852,0.24382716,0.219907407,0.25462963
108131**,女,日觀光108忠,一般生,聯合分發,台灣,畢業,無,無,0.015873016,0.083333333,0.047619048,0.125,0.015873016,0,0,0,0,0
108115**,女,日國貿108忠,一般生,甄選入學,台灣,畢業,無,無,0.034482759,0.049180328,0.050847458,0.053571429,0.058823529,0,0,0,0,0
108111**,女,日企管108忠,一般生,聯合分發,台灣,畢業,無,無,0.036363636,0.125,0.018867925,0.098039216,0.02,0,0.166666667,0,0.180555556,0
108116**,男,日國貿108孝,一般生,聯合分發,台灣,畢業,無,無,0.037037037,0.145454545,0.052631579,0.037735849,0.1,0,0,0,0,0
108123**,女,日行銷108仁,一般生,申請入學,台灣,畢業,無,無,0.038461538,0.08,0.04,0.041666667,0.711111111,0,0,0,0,0.222222222
108161**,女,日工設產品108忠,一般生,甄選入學,台灣,畢業,無,無,0.043478261,0.043478261,0.022222222,0.022727273,0.093023256,0,0,0,0,0
108131**,女,日觀光108忠,一般生,聯合分發,台灣,畢業,無,無,0.047619048,0.033333333,0.031746032,0.015625,0.063492063,0.194444444,0.208333333,0.166666667,0,0
108125**,女,日財法108忠,一般生,甄選入學,台灣,畢業,無,無,0.052631579,0.066666667,0.396825397,0.098360656,0.266666667,0.166666667,0.166666667,0,0.166666667,0
108118**,女,日財金109孝,一般生,甄選入學,台灣,畢業,無,無,0.057692308,0.068965517,0.127272727,0.057692308,#N/A,0,0,0,0,0
108161**,男,日多遊108孝,一般生,甄選入學,台灣,畢業,無,無,0.065217391,0.065217391,0.355555556,0.849056604,0.843137255,0,0,0,0.416666667,0.236111111
108116**,女,日國貿108孝,一般生,甄選入學,台灣,畢業,無,無,0.074074074,0.054545455,0.035087719,0.094339623,0.06,0,0,0,0,0
108131**,女,日觀光108忠,一般生,聯合分發,台灣,畢業,無,無,0.079365079,0.183333333,0.206349206,0.25,0.444444444,0,0,0,0.277777778,0
108146**,男,日應英108孝,一般生,聯合分發,台灣,畢業,無,無,0.086206897,0.175438596,0.037037037,0.12,0.057692308,0,0.166666667,0,0,0
108115**,女,日國貿108忠,一般生,聯合分發,台灣,畢業,無,無,0.086206897,0.31147541,0.220338983,0.714285714,0.470588235,0,0,0.188888889,0.242063492,0.256944444
108122**,女,日行銷108孝,一般生,聯合分發,台灣,畢業,無,無,0.090909091,0.018181818,0.018518519,0.056603774,0.333333333,0,0,0,0,0
108116**,女,日國貿108孝,一般生,聯合分發,台灣,畢業,無,無,0.092592593,0.090909091,0.105263158,0.113207547,0.12,0,0,0,0,0
108152**,男,日資科108孝,一般生,甄選入學,台灣,畢業,無,無,0.092592593,0.092592593,0.462962963,0.339285714,0.589285714,0,0,0.166666667,0.166666667,0.266666667
108145**,女,日應英108忠,一般生,聯合分發,台灣,畢業,無,無,0.107142857,0.290909091,0.375,0.440677966,0.421052632,0.236111111,0.222222222,0.25,0.238888889,0.275793651
108121**,女,日行銷108忠,一般生,甄選入學,台灣,畢業,無,無,0.111111111,0.035714286,0.016949153,0.017241379,0.070175439,0,0,0,0,0
108116**,女,日國貿108孝,一般生,聯合分發,台灣,畢業,無,無,0.111111111,0.109090909,0.122807018,0.169811321,0.26,0,0,0,0,0
108118**,女,日財金108孝,一般生,甄選入學,台灣,畢業,無,無,0.115384615,0.137931034,0.072727273,0.173076923,0.102040816,0,0,0,0,0
108123**,女,日行銷108仁,一般生,申請入學,台灣,畢業,無,無,0.115384615,0.14,0.18,0.104166667,0.066666667,0,0,0,0.194444444,0
108115**,女,日國貿108忠,一般生,甄選入學,台灣,畢業,無,無,0.120689655,0.180327869,0.542372881,0.357142857,0.333333333,0.166666667,0,0.184027778,0.333333333,0.166666667
108145**,女,日應英108忠,一般生,聯合分發,台灣,畢業,無,無,0.125,0.109090909,0.303571429,0.322033898,0.315789474,0,0,0.222222222,0.244444444,0.236111111
108118**,女,日財金108孝,一般生,甄選入學,台灣,畢業,無,無,0.134615385,0.103448276,0.018181818,0.115384615,0.081632653,0,0,0,0,0
108132**,女,日觀光108孝,一般生,甄選入學,台灣,畢業,無,無,0.137931034,0.098360656,0.079365079,0.116666667,0.052631579,0,0,0,0,0
108141**,男,日旅展108忠,一般生,甄選入學,台灣,畢業,無,無,0.137931034,0.403508772,0.298245614,0.307692308,0.245283019,0,0,0.166666667,0,0
108125**,女,日財法108忠,一般生,甄選入學,台灣,畢業,無,無,0.140350877,0.033333333,0.015873016,0.032786885,0.016666667,0,0,0,0,0
108122**,女,日行銷108孝,一般生,聯合分發,台灣,畢業,無,無,0.145454545,0.236363636,0.185185185,0.075471698,0.196078431,0,0,0,0,0
108158**,女,日創設108孝,一般生,甄選入學,台灣,畢業,無,無,0.152173913,0.177777778,0.071428571,0.35,0.324324324,0,0,0,0,0
108161**,男,日工設產品108忠,一般生,甄選入學,台灣,畢業,無,無,0.152173913,0.152173913,0.111111111,0.068181818,0.302325581,0,0,0,0,0
108146**,女,日應英108孝,一般生,繁星入學,台灣,畢業,無,無,0.155172414,0.368421053,0.388888889,0.42,0.326923077,0,0.236111111,0,0,0.166666667
108152**,男,日資科108孝,一般生,技優甄審,台灣,畢業,無,無,0.166666667,0.148148148,0.240740741,0.107142857,0.053571429,0,0,0,0,0.166666667
108132**,女,日觀光108孝,一般生,聯合分發,台灣,畢業,無,無,0.172413793,0.131147541,0.253968254,0.15,0.140350877,0,0,0.263888889,0.166666667,0
108156**,女,日多遊108孝,一般生,聯合分發,台灣,畢業,無,無,0.173076923,0.075471698,0.169811321,0.113207547,0.117647059,0,0,0,0,0
108161**,男,日工設產品108忠,一般生,聯合分發,台灣,畢業,無,無,0.173913043,0.130434783,0.177777778,0.181818182,0.255813953,0,0,0,0,0
108131**,女,日觀光108忠,一般生,甄選入學,台灣,畢業,無,無,0.19047619,0.883333333,0.80952381,0.953125,0.873015873,0.170138889,0.345679012,0.240740741,0.46031746,0.277777778
